"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"250_216.077_0.965",3766,3766,3766,69397.2,66496.836,71886.88,68155.63,36940.973,69386.24,74269.96,78023.21,72951.375,24515.797,86162.63,80596.586,77341.65,78707.89,79275.55,82595.94,86033,81473.9,75970.13,82693.81,79265.91,99098.305,61928.035,87620.92,67150.77,50691.93,51983.457,62544.465,59396.01,59928.9,59196.895,57148.89,31519.299,13771.203,53639.004,15984.917,8879.248
"252_285.134_1.053",3766,3766,3766,189891.73,135599.52,167915.97,109846.85,146614.17,196160.48,194277.9,160573.66,128301.21,119135.02,236796.81,206871.81,140038.08,137130.55,146603.98,257502.92,263133.2,165037.84,180520.39,239436.5,251964.69,253313.78,217858.84,172130.16,228666.86,181828.22,189686.66,176147.83,146306.8,175072.48,183581.47,221138.98,217198.34,227075.27,218375.58,296876.2,253386.52
"253_183.113_0.939",3766,3766,3766,17357.066,21438.732,13853.397,9186.695,21780.27,13422.513,22381.38,10549.538,3766,13105.792,30313.908,6823.151,19679.809,31347.383,11221.534,19282.664,19521.186,35314.695,27718.572,25914.611,23345.605,35137.223,21554.514,15559.707,3766,84788.94,104067.016,84786.59,82086.2,83230.32,96227.84,85103.625,93630.305,103822.57,91987.234,117805.63,112863.77
"254_215.118_0.958",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6997.568,3766,3766,3766,6446.259,3766,4426.761,3766,3766,344047.72,361888.75,352384.94,344649.78,282741.28,60957.61,104205.51,42001.902,251053.38,31716.39,40332.09
"256_205.097_0.996",3766,3766,3766,181054.7,140216.4,154692.78,125353.05,3766,216545.78,3766,156610.78,29547.44,3766,3766,3766,3766,25163.273,34834.87,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15785.806,3766
"258_315.239_1.053",3766,3766,3766,84771.85,57270.527,65431.97,38212.086,45901.33,95911.01,46576.375,65209.53,33120.996,36710.1,49337.734,51454.273,22741.479,32443.951,40565.504,74399.766,57615.555,21610.967,41791.05,46811.79,58828.85,31615.863,49424.727,29211.06,15603.905,34884.574,29508.541,25206.854,18827.898,28841.008,14361.088,35944.53,13788.232,33911.234,32078.4,21836.854,33724.9
"260_296.135_1.078",3766,3766,3766,10648.552,21214.281,12856.068,23375.26,110493.74,68469.73,279709.5,47022.67,51173.445,77464.695,312558.88,79071.78,149157.03,43487.4,59723.65,130516.77,396094.56,220286.5,238561.8,396851.78,189919.89,353452.47,385781.2,129700.83,398967.4,182584.77,66767.89,187410.38,165255.67,196232.45,61234.44,74195.13,27628.377,97082.17,105135.55,112940.79,114809.4
"262_171.113_1.035",3766,3766,3766,2651108,2530146.2,2714322.2,2527380,2061470.1,1251302.5,2728410.2,1448132.8,2848963.5,1574275.1,1595163.2,3016301.5,2989989.8,2949399.5,2908592.5,2952319.5,1606997.6,3178974.2,2852025,1569294.2,1418721.8,1694603.9,2598235.5,3362646.2,1386818.4,2873430.5,3366322.2,3115195.5,2928366.5,3007991.5,1537412.1,3150424.2,3175945.8,3344142.5,3103126.2,2338495.2,3544924.5
"263_250.116_0.977",3766,3766,3766,31618.768,19966.705,38886.51,57845.047,31165,24307.947,31373.86,25284.844,26021.58,13584.118,25731.93,24244.996,52598.613,53206.12,26276.604,29080.197,36376.953,78454.805,23803.475,14268.007,38146.41,58857.074,41325.31,78152.89,42977.09,45138.145,80512.79,32607.305,31015.037,29159.166,84296.85,68557.15,38843.445,86897.12,28244.377,92987.695,86736.51
"265_190.086_0.968",3766,3766,3766,8841.352,67059.414,46990.07,106037.6,24074.3,8003.111,18166.826,57677.473,77255.96,17285.828,37677.484,63113.85,60094.15,69910.19,46882.04,100623.055,10702.193,55001.367,28487,34342.547,384083.4,28631.008,31595.125,514425.47,32916.805,666695,575904.9,459088.78,515008.97,460298.06,533442.9,743626.44,739428.25,365523.7,567158.06,369870.72,340368.75
"267_230.079_1.042",3766,3766,3766,3766,3766,3766,3766,3766,3766,4987.2275,3766,3766,3766,11850.819,31031.004,9096.597,3766,3766,126557.38,15013.376,19759.691,6243.152,13772.052,232554.98,14357.174,7395.34,423476.06,8967.498,390450.28,330417.8,290556.53,324962.9,280096.88,290202.8,469413.97,473945.1,352468,312327.1,366000.78,362645.34
"270_315.239_1.062",3766,3766,3766,83888.16,94149.06,89959.305,76586.97,67963.164,115329.58,68779.89,90607.93,70919.05,55368.598,75341.13,66575.234,47423.234,58876.965,66659.15,97665.12,79291.086,42859.14,64382.12,51732.758,78581.84,58736.836,68456.11,51498.094,40445.996,59026.53,37240.01,46885.94,22021.365,50946.5,23957.217,35837.027,13788.232,51406.74,54460.14,44364.9,33724.9
"271_204.088_1.133",3766,3766,3766,33641.43,19355.727,28984.213,18775.215,17097.553,31525.125,24304.781,38252.21,37445.37,14624.056,39255.36,43852.824,37351.434,16510.951,19556.283,59350.55,29220.87,8428.391,25856.463,24608.525,61191.387,32482.861,3766,43408.81,38499.27,35142.58,17329.94,19461.662,12501.241,16325.922,16579.502,24447.49,42634.94,36061.367,19500.646,47428.562,23593.834
"272_285.134_1.066",3766,3766,3766,294252.56,282611.38,305529.5,302108.6,260499.38,299627.6,360824.84,293863.38,326416.1,198413.36,407803.12,368904.6,397145.56,352361.88,344710.62,382316.06,395473.94,419438.44,361637.3,403805.9,389010.22,468043.94,368062.78,436737.8,389701.38,410046.22,433874.16,409178.03,394846.34,404626.97,446658.97,439628.3,431959.38,450622.25,408419.84,522290.88,464262.7
"273_250.191_1.079",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,48280.72,3766,43857.07,53951.152
"275_238.144_1.092",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19594.326,6667.304,6074.6895,3766,19606.246,5419.6514,36298.09,50431.152,19918.113,97334.88,57577.46
"276_254.059_1.075",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18087.812,3766,3766,11092.0205,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"277_175.087_1.078",3766,3766,3766,37260.113,33964.824,38584.03,36324.582,44916.223,39495.223,76452.99,33336.992,51047.01,30830.828,112745.336,74996.555,94982.88,60503.523,55913.87,104289.37,114955.375,147835.34,78768.21,132956.03,116763.47,142146.05,136083.89,148168.89,138321.67,225914.11,241185.77,200441.67,226554.77,225702.11,227018.8,210426.73,100220.47,197010.72,229527.27,215709.3,201449.5
"278_201.123_1.085",3766,3766,3766,538613.4,536363.8,555658.8,356301.8,220273.97,538497.6,575483.9,565726.8,576031.25,337895.03,640384,613474,625785.4,608024.8,350742.9,608094.4,619195.7,658224.6,583890.8,635943.5,623347.1,668690.56,540238.7,680083.1,571586.9,387722.2,489366.53,684896.3,649210,677494.1,511590.78,440924.03,501623.5,540192.2,406175.25,618491.4,543862.8
"281_192.149_1.085",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5852.002,28958.494,3766,22287.822,3766,38341.27,39345.31,3766,46355.4,113851.34,362106.72,138741.94,134711.62,174575.2,340445.78,51499.1,48311.973,507002.84,285614,688410.06,615176.9
"283_349.223_1.159",3766,3766,3766,80493.45,51033.06,53733.85,27697.893,38036.492,68148.31,37162.81,53544.22,18321.092,32418.56,44006.746,43951.16,11075.994,17958.717,25116.113,70934.13,50155.406,15882.737,30150.195,41691.24,49400.938,20080.393,31125.2,19263.672,42045.34,28318.252,24469.125,21078.225,16392.008,24065.168,3766,36077.96,32090.742,27616.668,33081.383,16183.257,33535.11
"289_296.135_1.098",3766,3766,3766,48946.754,36729.523,3766,52615.633,77111.99,19416.635,358291.44,55935.273,105319.01,88133.47,356621.12,96458.84,347952.9,88243.9,101096.97,49100.7,431530.5,451401.47,326374.3,443946.4,201614.56,453425.12,466398.8,252532.62,489256.2,316652.2,120401.805,350616.56,380380.72,365100.47,124199.52,105025.48,31646.535,139289.3,141376.45,149220.27,154111.48
"294_203.085_1.144",3766,3766,3766,543877.56,547992.25,563710.75,556653.8,366636.97,548955.1,587009.8,582217.1,598400.1,267634.16,632201.8,642647,638408.9,625387.56,620879.06,661557.8,635585.6,675369.44,604047.44,646431.5,682347.56,638850.3,561335.2,774901.9,588350.4,691821.6,659090.9,642457.44,632380.2,654631.3,623207,741547.5,716300.5,680183.75,643405.3,664715.8,702310.06
"295_155.081_1.144",3766,3766,3766,1026023.06,1032545.75,1069886.6,1052339.8,704671,1027549.56,1094535.1,1089415.5,1121447,510381.84,1188198.5,1178030.9,1196185.6,1170315,1138622.6,1207797.5,1179239,1243992.9,1117598.4,1192861.1,1252687.8,1171770.5,1010365,1425745.9,1083413.1,1252618.1,1262596.9,1199237,1160617.8,1198145.8,1160025.4,1374833.2,1307970.5,1276011.9,1187409.8,1235822.2,1319068.6
"296_204.088_1.143",3766,3766,3766,18669.877,27094.674,22647.664,35069.03,19157.135,16881.623,54374.316,28980.137,36822.438,14076.623,58172.59,57629.45,40816.996,33263.71,31647.607,21081.088,22926.393,62093.52,31339.16,58832.02,27355.527,38227.402,5505.791,70020.43,24162.951,41154.367,34298.465,34492.168,32934.81,30822.562,56612.52,64247.31,59832.465,34187.867,26235.484,61113.047,40692.49
"297_153.102_1.155",3766,3766,3766,53366.168,45695.656,57766.72,44224.934,7567.9517,58930.223,24540.879,75613.82,36417.113,3766,26073.707,43442.355,21558.629,39938.934,40495.33,60410.69,36501.914,27335.365,25641.064,22958.95,75030.26,57045.375,34631.41,75086.36,25547.924,81719.07,76152.58,95178.92,81573.31,81812.24,69073.29,79947.25,90429.47,61044.582,75279.07,31681.38,22699.287
"298_231.113_1.172",3766,3766,3766,26154.254,33383.883,19925.77,22050.494,6078.0503,38474.316,34334.613,37565.87,22547.166,8978.732,17699.045,37225.973,22552.47,24690.078,28720.363,49400.957,4876.632,19528.545,33385.664,43203.207,45830.9,32826.508,11952.178,32032.613,34622.76,15306.457,13767.506,20397.11,19967.912,26327.69,23001.787,18962.896,21338.621,45790.242,30422.367,36016.17,28941.06
"299_298.116_1.163",3766,3766,3766,83849.06,74216.81,80385.336,78479.91,75111.5,80204.7,98475.15,87370.05,80969.02,49556.375,117141.82,110785.04,104416.63,91178.414,85178.36,128103.31,115364.61,115637.82,105630.555,127779.695,112770.28,121777.05,104502.336,143223.89,103128.555,107335.22,101253,103168.35,103050.6,99692.8,105992.41,124062.664,115581.71,129265.414,102169.32,120447.81,123069.75
"301_349.223_1.165",3766,3766,3766,117995.41,102425.695,78473.8,79089.766,65122.344,94901.734,65365.605,95105.84,67842.08,54989.695,55992.707,76725.49,63585.586,54140.516,71037.805,86653.125,59342.227,48414.348,38147.543,62190.23,66682.234,58057.63,71737.734,60264.08,75067.19,62043.48,65896.016,66189.11,60589.73,62269.562,68346.89,70007.016,63423.09,54967.58,67088.97,56992.11,58673.64
"302_188.071_1.171",3766,3766,3766,782745.3,767471.56,772765.44,769665.3,3766,833075.7,3766,776775.94,175154.47,3766,9287.023,43546.094,3766,212222.81,186155.75,20253.227,9591.729,10484.354,5060.6543,10294.7705,17924.492,16985.064,7623.4253,22856.543,9000.794,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11236.334,4884.6455
"304_205.097_1.175",3766,3766,3766,354277.9,345750.3,347305.47,348299.56,3766,376522.34,3766,352847.62,80127.77,3766,3766,7193.9727,3766,74241.17,86611.47,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6337.481,10421.222,38380.395,3766,42945.504,29746.088
"305_264.132_1.226",3766,3766,3766,236197.78,132712.47,249501.22,125892.32,121790.055,248577.38,159306.34,150483.17,137948.33,99347.72,193673.12,176170.3,159209.36,143067.98,143436.06,320490,198297.83,189120.12,152926.9,335965.44,326760.94,232955.45,277762.66,203958.73,167411.52,151978.39,167380.23,157647.7,150583.44,153873.17,170558.98,175414.64,175889.25,172701.95,149616.95,229030.05,189946.44
"306_156.011_1.182",3766,3766,3766,3766,3766,46371.85,3766,10253.317,74804.734,15490.624,3766,45969.195,3766,17856.098,3766,9038.755,46728.3,37939.92,3766,15781.296,10308.265,3766,11507.686,3766,10814.344,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"307_304.132_1.181",3766,3766,3766,3766,3766,149892.84,3766,77870.88,240418.69,89006.79,52590.184,146225.81,59797.992,82748.555,3766,58104.773,133152.6,144158.58,3766,73551.68,60911.97,102677.31,62558.387,3766,43246.414,54549.17,3766,76572.92,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"310_206.101_1.167",3766,3766,3766,15230.92,14607.482,21179.139,22547.662,3766,8293.723,3766,12268.991,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"313_231.043_1.182",3766,3766,3766,3766,3766,114578.32,3766,51993.977,188539.36,69689.055,32551.314,135671.98,33167.617,55787.133,3766,59650.47,101935.336,105533.33,3766,50303.703,48521.043,71037.43,46751.836,3766,34052.652,27391.21,3766,47570.117,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"316_253.025_1.188",3766,3766,3766,3766,3766,168293.9,3766,78427.1,223425.97,116923.61,50431.984,185499.62,59008.66,101013.89,3766,116175.64,206394.61,197959.55,3766,90604.336,102674.7,118598.72,95393.65,3766,86758.19,75757.37,3766,66811.29,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"318_171.113_1.202",3766,3766,3766,1268997.2,1418175.5,1428214.2,1456466.1,941017.44,1454499.8,1606804.6,1439767.5,1487869.5,722062.25,1570179.1,1518964.4,1718740.2,1589352.9,1560539.9,1610090.9,1533092.8,1751162.1,1571282.8,1616143.4,1715854.6,1654943.4,1465591.6,1742831.2,1505797.8,1601513.8,1607520,1579590.1,1547865.1,1674268.6,1727874,1783620.1,1734410.9,1788142.8,1574256.5,3648802.8,1727554.4
"321_215.139_1.205",3766,3766,3766,80979.57,72835.57,75230.61,109842.72,73794.53,73396.54,110899.16,109664.91,110308.58,36619.883,90370.03,82293.28,118172.58,118275.7,84412.55,83216.914,89238.75,122786.36,111986.234,85588.34,88293.07,125489.84,76631.03,89084.75,107239.56,89010.88,149261.77,92364.99,117493.97,88146.67,91437.97,103637.4,171010.55,136980.39,93950.76,205262.33,198216.58
"322_242.15_1.28",3766,3766,3766,391118.03,383846.5,394815.66,351195.12,327676.3,626972.6,379032.03,398407.28,343712.97,255415.55,418625.75,409805.53,351248.88,353030.66,356098.06,365769.53,380768.5,369773.1,360666.66,420664.47,397599.34,479628.6,379362.28,390194.78,395153.72,357410.7,381869.38,358635.66,345266.53,357995.16,380525.34,406107.2,391816.56,385186.88,374946.03,490461.2,426084.97
"323_174.022_1.185",3766,3766,3766,3766,3766,3766,3766,3766,4574.9927,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"325_238.191_1.213",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,31999.008,3841.568,3766,4707.2495,3766
"326_169.097_1.219",3766,3766,3766,770733.44,768189.1,805932.4,793576.06,483772.97,778262.3,826428.6,813163.94,863205.8,365222.7,892566.56,890581.8,923238.44,907960,909205.94,885617,873510.3,925202.06,825664.7,912822.1,869850.1,907265.3,750952.6,980755.06,767549.9,815961.2,846610.56,807368.25,790197.2,820447.6,844276.75,913731.94,792347.06,873088.5,818235.2,912249.94,901689.44
"329_235.108_1.226",3766,3766,3766,446542.66,445164.5,458658.12,459501.97,323872.47,446819.7,475397.9,470633,478673.16,244993.55,510282.12,495967.97,505068.66,501233.7,491964.06,491784.1,500831.28,525773.75,471628.06,511662.22,497333.16,531201.56,437941,542841.3,459698.6,468946.6,495552.97,488025.62,470948.97,489139.4,494111.25,498727.88,449951.12,471288.16,470621.78,505939.03,486288.84
"330_225.123_1.285",3766,3766,3766,259425.3,287541.2,277286.16,265432.12,232941.3,460377.4,275884.88,280371.8,195858.02,180863.33,296247.62,291948.8,260689.38,258070.66,278645.22,495289,256340.73,289023.88,274514.8,500551,498354.2,330648.72,250048.1,313479.38,274801.84,275107.22,299342.47,276937.97,259091.27,278678.9,295811,302935.62,297475.06,297634.62,278248.9,361039.3,313181.75
"331_298.097_1.221",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4505.9155,3766,5784.4087,3766,3766,3766,3766,3766,9790.205,9742.557,11298.839,3766,3766,3766,3766,3766,3766,3766
"333_284.139_1.252",3766,3766,3766,6700.0864,3766,7879.566,8795.747,3766,4912.2383,14966.975,9805.149,9696.219,3766,18079.064,11122.756,17465.162,9943.692,13196.825,11167.126,16028.869,18812.014,10679.78,20299.291,17450.238,20634.654,12130.741,23324.584,15882.55,17690.543,24360.467,17045.197,20411.377,9779.061,23234.701,24517.91,20487.535,4544.634,22360.516,31201.074,29357.06
"334_315.239_1.252",3766,3766,3766,247468.94,260855.17,207571.1,257407.86,157378.9,203498.56,165480,220330.73,106110.805,120585.21,168530.42,187362.83,161280.3,181623.72,182046.78,175558.27,95808.42,143443.6,154961.73,152485.22,165225.28,162022.94,161318,160144.58,181046.38,168180.5,147432.28,151312.3,149471.92,154124.23,140995.7,158679.12,144831.06,83741.48,139990.73,140660.4,136905.7
"335_310.114_1.336",3766,3766,3766,5303.5186,5395.617,11353.341,3766,34378.367,3766,13546.221,9012.107,40666.016,25897.264,93964.45,58702.984,67401.24,21083.23,25829.287,129022.49,81448.5,19335.54,73648.62,67579.695,99479.4,74615.22,43480.9,109751.33,48076.71,161909.05,71779.5,76561.84,98061.18,109806.15,82436.55,86106.25,3766,17765.576,88886.5,48338.523,41058.734
"336_264.132_1.25",3766,3766,3766,110208.15,231033.8,134996.7,235548.48,215565.86,43380.797,278408.44,258169.58,259975.75,158731.81,321992.34,299215.3,302421.4,272305.78,265662.03,55459.152,327268.78,347432.8,279564.66,169724.83,147283.1,350511.75,144627.12,373007.97,285054.7,285348.66,306453.75,288914.12,277577.28,283365.25,295166.53,313751.78,315347.44,325247.66,286321.94,349201.78,340479.72
"337_324.145_1.26",3766,3766,3766,101220.62,94890.766,105479.02,107239.29,79279.9,107414.016,150600.6,104167.83,116935.4,57409.117,169177.69,153515.8,164332.9,137618.28,132882.16,159318.44,169803.48,170993.27,144217.48,174693.22,163071.05,186787.67,148098.4,181286.12,164877.9,170752.47,176633.81,160566.64,163819.55,152723.53,181848.48,188545.88,171916.78,181348.64,156770.2,212584.72,189016.4
"338_166.086_1.252",3766,3766,3766,4498.6074,20449.3,18328.979,22895.92,7813.1846,12223.919,18221.064,10593.192,14678.851,3766,17151.574,20310.715,12605.498,16037.148,15701.902,10869.734,12215.537,17134.8,15160.365,16803.91,16480.393,22471.371,16531.19,24413.25,16638.342,13390.022,8962.606,20861.605,13503.231,22708.775,22539.377,20307.502,17971.879,17928.178,14432.922,17301.281,15571.65
"339_340.18_1.254",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5688.304,3766,8021.9355,3766,35291.066,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"342_181.097_1.28",3766,3766,3766,171165.61,167513.4,176824.55,174174.89,117784.77,172103.38,173915.4,185383.88,181106.61,89511.37,199848.2,189299.8,195349.36,194043.89,189031.67,194699.55,189995.2,205323.23,185696.4,198795.47,193274.6,204885.22,173325.61,218843.16,189486.8,209435.92,315873.4,249880.28,255386.38,259501.67,300493.38,244264.03,241223.2,376783.47,310583.97,361879.7,362912.53
"343_242.15_1.289",3766,3766,3766,643144.44,647960,640439.56,657060.7,542236.8,30835.035,622531.6,652017.25,629850.9,410876.47,680921.3,664235.06,663003.2,661290.9,652932.75,671820,661123.8,678495.9,620430.1,671482.06,664550.3,703813.3,615630.94,719997,646297.4,637879.94,679396.5,646060.44,623687.7,644525.56,655622.75,685105.1,660899.56,685950.3,641360.75,733716.75,696930.7
"344_225.123_1.298",3766,3766,3766,460945.25,455645.22,464036.3,474231.7,393288.06,21454.49,452651.16,471815.62,454902.2,304857.88,502273,484814.12,490603.34,483761.6,479862.72,29453.672,488672.5,509499.4,457158.44,29315.803,27318.36,515092.9,427427.53,531544.2,452418.44,459082.9,501621.7,468838.03,451417.97,469583.5,487072.03,489931.53,494946.66,509284.56,468975.5,556014.25,527474.2
