"","t2_Ec_C.mzML","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t1_BS_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t0_BS_2.mzML","t4_Ec_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t2_Ec_3.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t2_Ec_2.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_Ec_C.mzML","t4_BS_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t7_BS_1.mzML","t5_Ec_2.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_Ec_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_Ec_3.mzML","t5_BS_1.mzML","t6_Ec_2.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t7_BS_3.mzML","t8_Ec_C.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t8_BS_C.mzML","t9_Ec_2.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"447_318.093_1.529",3766,3766,3766,3766,3766,3766,18118.752,11146.94,14129.1045,7158.918,5064.332,33689.867,11570.475,13064.79,12586.107,33257.414,30736.725,15088.943,20684.812,6814.6743,22248.37,6159.7217,21696.873,22767.79,12285.832,22064.578,20308.26,9097.817,13358.367,6303.8135,21172.818,6843.919,10569.6,9657.254,8530.58,19833.727,28984.281,14978.902,11918.658,13264.02,22519.135,3766,6306.58,3766,10937.728,6801.9556,31911.084,10084.669,9987.648,34479.066,6134.6787,3766,12548.355,17891.986,5266.402,21474.363,4561.4653,19586.074,4329.0615,7430.977,11579.462,7038.4385,9937.443,5805.2256,14426.24,26103.174,6611.505,5347.9062,7049.844,4606.9385,16721.336,7025.924,16579.44,12505.022,7455.481,11878.949,16366.309,5688.764,16321.856,5430.0444
"451_341.062_1.472",3766,3766,3766,3766,3766,3766,41503.324,32797.977,14106.81,29994.143,32178.438,35829.01,32120.22,20880.332,40263.316,20138.107,27021.244,37018.723,32894.004,32304.248,18197.768,18921.992,32595.74,35829.72,23665.99,26839.41,19380.21,25879.78,27625.207,28100.371,38465.355,38832.996,35274.375,27366.72,37287.902,37431.902,37438.664,30588.197,30863.203,27571.229,36069.49,35619.082,39155.555,24738.568,33671.57,35772.88,40907.316,42032.574,23984.027,30698.826,28169.957,35430.652,31657.527,29265.56,31034.822,25699.428,30491.422,24755.36,35508.695,23787.387,30381.635,27084.787,27289.115,23684.486,27803.746,34830.65,29782.69,29927.428,30096.164,55306.47,33561.074,38074.582,38808.79,5412.7803,28871.074,47677.38,36011.215,47298.277,37419.76,59539.38
"453_188.562_1.482",3766,3766,3766,3766,3766,3766,3766,3766,5277.11,3766,4782.4897,3766,17862.52,3766,9442.2705,3766,3766,6108.1777,10811.431,10957.798,3766,4575.319,12593.779,3766,13495.941,18183.775,3766,15314.5625,10893.877,13236.038,6704.479,3766,8179.4575,5875.6113,3766,3766,5636.127,16458.684,8574.969,3766,13058.129,7665.041,19148.543,11077.098,4364.2314,17663.06,6078.8496,4030.0623,3766,4308.053,5709.2026,3766,12600.972,24313.768,3766,7247.531,3766,3766,14153.287,19352.072,4953.1445,3766,15775.708,6501.844,3766,11358.314,13730.755,3766,16538.896,3766,5619.0967,3766,7053.296,3766,16949.484,19496.027,8102.822,12297.7295,6646.5513,15104.149
"454_501.182_1.552",3766,3766,3766,3766,3766,3766,21183.553,3766,23726.207,9257.479,14012.261,4647.8145,10141.558,14337.766,5661.2275,46084.312,10914.73,18109.969,9673.431,7317.1367,14906.01,5462.7925,16971.63,8549.106,47644.03,11548.27,21124.564,10668.852,11200.142,7722.5366,12629.544,4445.479,17369.457,6735.6533,6600.3877,21848.4,35302.715,6803.074,25785.084,8350.268,13733.419,6739.6055,17475.8,7279.5913,8367.695,10112.748,28256.383,19389.459,10023.457,22326.312,6307.097,7709.652,15574.343,6291.6045,8920.905,9135.176,20394.709,14995.538,3766,14067.164,9972.283,7275.914,6184.1133,3766,13185.933,8965.754,9521.024,7372.4717,13757.247,7495.1807,11320.086,17231.28,4692.1885,8225.396,4347.5293,17423.48,4328.96,15543.49,9712.369,17577.107
"457_280.096_1.478",3766,3766,3766,3766,3766,3766,42073.12,41174.777,62761.19,34111.273,54644.473,38499.633,45424.62,36702.258,40526.82,32773.84,72535.92,22234.463,66676.18,47114.145,70547.91,16277.86,43255.246,51826.67,28745.1,100118.055,53485.81,44871.95,72467.51,64795.85,45904.08,58209.617,54552.938,19968.691,41232.625,44937.863,37470.43,61062.336,34770.05,46890.715,28856.828,42306.09,35930.562,53168.273,39007.266,95835.375,24162.121,24988.547,62753.566,79992.36,55551.42,74728.04,56125.336,63334.72,59649.64,44844.52,52085.73,68628.01,44029.344,55404.06,56515.44,60219.805,29028.39,57652.523,58451.188,62600.14,24887.273,49008.52,26796.898,58179.273,46093.39,72200.1,63243.316,73724.37,82537.195,82577.68,60773.305,46711.94,51372.957,13683.632
"458_605.19_1.499",3766,3766,3766,3766,3766,3766,3766,15771.727,24578.283,21560.545,21238.057,11492.637,3766,14567.87,4003.961,9470.276,24547.379,13289.561,13229.341,4408.953,20535.307,3766,24326.354,25128.947,4472.9575,18207.719,19557.414,22399.418,21032.492,23564.701,16515.375,35538.965,17862.395,14275.624,3766,7770.812,28171.016,29726.873,24500.453,16354.083,19933.049,8485.389,6695.397,17310.025,23507.383,20994.252,21126.332,19659.209,27597.518,14387.893,3766,24139.734,4149.319,19237.188,18155.15,3766,21560.793,18429.121,3766,13294.094,13890.081,25181.65,13498.612,3766,10780.292,18487.203,12549.768,15318.866,4823.984,7369.258,16594.793,16932.266,21314.094,23460.217,7446.909,15366.739,21016.453,20532.201,13215.63,28340.57
"461_166.086_1.507",3766,3766,3766,3766,3766,3766,47798.016,37492.023,17300.533,31749.818,40264.316,43376.15,20274.908,35777.215,20180.43,82612,21707.469,44534.625,42712.06,34617.973,49972.875,14411.144,46155.887,45694.54,31477.842,43314.965,26012.951,37841.26,34178.062,36053.793,43478.72,71174.18,44794.105,35718.098,39572.918,44168.875,70171.06,33872.707,38093.06,56138.023,32658.328,32565.508,48870.047,30488.143,22892.8,57618.15,65762.43,29992.348,12488.677,63014.688,73111.945,35167.01,42189.375,31355.48,30178.725,24918.47,56575.766,24931.195,39286.895,18400.125,78190.05,52270.816,31457.242,3766,42705.594,45090.645,29816.854,45197.094,39519.527,51665.203,30758.652,120525.52,38099.83,74802.91,36774.312,41928.375,90970.41,58081.793,10162.798,36887.227
"462_174.022_1.488",3766,3766,3766,3766,3766,3766,3766,3766,7262.7373,83493.33,70699.99,3766,3766,111306.195,3766,24116.434,3766,3766,3766,53488.535,78091.695,3766,3766,3766,3766,3766,85536.32,71840.17,83661.64,3835.9497,89920.6,3766,5143.1274,85032.63,3766,3766,3766,3766,3766,3766,3766,3766,3766,75586.51,3766,3766,113782.64,38380.02,3766,26486.947,3766,3766,101793.79,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,96967.66,156031.25,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"465_345.076_1.521",3766,3766,3766,3766,3766,3766,59202.457,5917.7617,13947.131,43215.977,63190.71,60439.9,13913.818,10711.869,12810.56,5651.947,7443.431,49931.117,11690.118,24275.994,42915.855,30011.81,9810.988,58666.51,44217.098,25939.094,15299.596,37262.168,38045.414,57518.113,37949.715,50398.824,22548.184,38575.684,13587.901,27164.441,10059.428,33706.41,25245.314,18284.74,30044.41,43456.973,62532.25,48844.836,16556.66,83541.55,14749.304,49117.145,20576.703,28488.113,6951.7,13595.634,25303.068,45879.84,44253.02,13387.32,24178.896,44508.637,16630.764,60855.246,18315.13,6185.2603,58331.22,49611.887,31488.605,21128.555,47284.062,8552.222,56446.81,15623.743,6147.205,16842.709,44137.29,76799.22,11257.723,31492.725,47743.098,32948.973,58530.28,39941.043
"467_329.097_1.503",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8691.052,3912.335,3766,4252.672,3766,3766,8375.781,8046.588,5228.578,5355.576,9078.889,3766,7290.7646,6482.2817,8436.6875,5198.0835,3766,11175.679,10531.569,12911.558,16382.907,19277.152,5315.8564,3766,3766,3766,11576.352,16977.393,24046.498,22601.69,4338.2075,3908.7322,7691.2744,5871.978,11417.291,30825.934,3766,15095.984,3766,18852.426,3766,3766,13585.258,3766,9383.453,14510.1875,22884.482,19115.885,5378.088,5175.181,9849.72,3766,19014.96,3766,23798.287,17297.71,3766,6949.5527,19424.977,5501.5566,14309.248,18664.748,3766,5237.3384,24343.023,16611.812,4608.3413,22861.398,15741.126,23745.314
"468_248.07_1.492",3766,3766,3766,3766,3766,3766,3766,3766,71161.305,67947,56873.44,3766,3766,58852.13,3766,16931.049,3766,3766,3766,62348.93,64114.15,3766,3766,3766,3766,3766,49799.66,22794.42,47336.348,5271.6523,49138.62,3766,3766,54604.16,3766,3766,3766,3766,3766,3766,3766,3766,3766,24332.031,3766,3766,46179.773,25518.316,3766,40806.355,3766,3766,58314.32,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,58942.49,69813.3,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"471_410.154_1.518",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5829.099,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3899.7617,6009.6807,3766,3766,3766,3766,3766,3766,5896.1006,3766,3766,3766,3766,3766,3766,3766,3766,3766,9518.222,3766,3766,8403.37,4262.232,3766,3766,3766,3766,4074.1343,8635.724,4420.679,3766,4855.0254,6228.131,3766,3766,3766,3766,3766,3766,3766,3766,5447.449,3766,3766,3766,8249.769,3766,3766,3766,6426.8364,4245.257,14441.752
"472_345.076_1.487",3766,3766,3766,3766,3766,3766,33236.836,51020.594,37355.266,98121.086,35274.18,27607.426,59137.547,44320.4,47591.01,46136.945,76454.42,54628.78,56368.71,48375.074,65501.27,62251.195,99510.555,76251.51,52818.855,69948.55,61944.133,66331.99,65717.805,74583.7,65875.1,63805.91,69710.79,68076.11,45424.605,53051.023,67231.79,59280.176,25245.314,63181.21,55770.07,38749.633,48263.734,26771.242,64308.066,29324.758,70139.04,48180.1,105975.53,32224.846,48087.953,60798.15,49983.207,53799.875,66731.38,13387.32,73358.15,60437.383,68019.81,64879.473,65275.45,67238.07,50016.91,54321.176,79264.47,55360.34,69427.26,61109.523,56835.496,58514.42,77286.81,76917.77,71252.336,76799.22,66086.83,54642.25,55577.723,82797.7,78769.81,78723.984
"473_266.186_1.49",3766,3766,3766,3766,3766,3766,7474.27,5670.2637,5369.7427,3766,3766,9396.995,10995.434,8025.4263,3766,3766,11688.01,3766,9841.888,3766,7010.0674,3766,31788.033,24193.652,8402.028,31913.666,5682.7134,10640.556,6844.337,26005.572,4945.4917,4610.561,5898.461,5651.494,7067.628,4109.4653,3972.8809,16955.086,30747.346,30931.922,9112.129,25207.764,32768.21,3766,3766,6599.675,4225.596,3766,29716.557,6098.8525,3766,3766,3766,31403.84,28730.584,24068.342,38790.484,28957.045,21181.307,36023.48,44547.01,20295.95,46180.66,28534.04,15096.901,38344.465,37876.02,32320.139,10821.118,6131.5806,55350.32,41866.305,42352.996,55459.973,38837.57,8547.34,45549.5,52194.652,42257.605,84530.44
"474_304.132_1.487",3766,3766,3766,3766,3766,3766,3766,3766,1056789.1,1020322,992076.1,404980.8,3766,1006607.4,217977.2,563032.8,244206.22,78840.88,451935.9,1030031.25,1022523.25,166924.4,48451.926,3766,3766,231070,976924.5,875180.5,899216.2,430197.66,973920.75,3766,441794.84,960766.06,3766,3766,3766,3766,140059.88,90206.28,140969.52,320441.12,162819.77,869602.1,3766,3766,857679,792599.75,166758.77,795216.44,106208.445,3766,925342.8,3766,68214.79,3766,3766,3766,4134.051,3766,3766,274016.34,3766,335098.47,3766,169832.67,85339.06,125257.875,907535.56,1003167.75,3766,3766,3766,3766,3766,3766,3766,6990.015,60905.15,71249.2
"475_629.172_1.49",3766,3766,3766,3766,3766,3766,33141.14,30052.752,31885.266,29009.25,24619.24,33734.77,40156.844,29722.055,3766,34458.5,26829.297,24550.32,32312.547,31438.229,35300.36,3766,23259.66,31531.791,24228.28,12366.985,21080.654,30344.664,25872.775,31469.617,40783.426,29516.852,29757.066,25867.564,32208.66,32187.72,28789.193,50118.746,30958.47,36204.652,26820.531,13833.099,26852.703,13253.885,27404.496,34229.438,22662.873,31438.941,23370.54,34499.625,21395.424,35594.715,28841.598,35254.375,19986.316,28333.195,21339.383,20770.898,26918.791,34738.4,30088.16,33278.53,36345.293,26003.605,31866.887,31888.074,29089.98,24643.438,26830.715,21484.438,27020.81,18497.86,29752.613,5209.3325,22722.34,26389.096,23320.783,25844.72,24708.242,44757.258
"476_233.128_1.509",3766,3766,3766,3766,3766,3766,26754.709,41510.96,22503.678,17776.959,16923.115,21612.277,43319.35,13234.874,3766,29723.172,23380.186,22650.264,24191.53,40716.145,27907.387,3766,29224.477,33384.1,29809.197,8648.801,21206.324,18610.344,30218.244,22744.639,4319.8765,22603.25,25476.148,21480.305,25252.936,22028.16,28200.19,9074.019,23178.666,26889.385,14871.268,13160.808,39837.105,17657.422,31245.035,14707.127,30223.084,28621.55,39380.184,18213.352,28375.451,34463.652,30011.432,8529.3125,22373.037,22285.016,42696.95,30862.207,42182.76,37854.34,12999.376,25971.03,12766.602,23983.693,69487.12,44726.742,50294.42,3947.7822,19333.512,25362.135,20350.27,35210.44,45087.49,38184.227,32318.219,14093.794,44366.277,18122.943,14238.219,30604.916
"477_276.101_1.488",3766,3766,3766,3766,3766,3766,3766,3766,76117.97,82310.07,88915.54,25101.352,3766,97189.31,12211.663,30836.717,8675.518,3766,49445.03,131476.81,169431.42,3766,3766,3766,3766,4734.907,114600.54,108279.99,111057.64,51861.367,84437.84,3766,44729.184,109391.28,3766,3766,3766,3766,3766,3766,3766,4669.933,3766,110279.09,3766,3766,120055.88,115022.54,3766,109012.01,3766,3766,125545.766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7152.5977,3766,3766,3766,4250.241,118283.16,137411.58,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"483_334.213_1.492",3766,3766,3766,3766,3766,3766,146461.94,128276,71679.35,163379.22,93274.125,208535.53,200430.86,175023.31,64963.48,116880.88,75682.76,192432.66,84037.12,137861.42,109096.914,96195.26,118950.39,99822.85,214344.36,89041.49,71593.88,62189.766,111769.625,101904.07,132635.75,88128.52,10792.992,66869.03,166743.4,235928.94,60868.164,94604.84,18866.203,61921.77,30230.762,159677.44,23421.89,14189.198,130932.03,86495.56,58351.906,59573.93,63841.97,37627.66,99481.31,77564.266,39370.285,70210.7,109118.664,93550.11,70440.07,67254.85,73810.83,88186.5,56073.21,87170.414,85171.414,152471.38,177323.73,88727.67,80750.88,71064.23,37218.293,25540.62,38617.113,22845.473,33128.227,68532.01,112486.49,60062.29,106448.84,93936.164,97291.83,113716.35
"486_156.011_1.491",3766,3766,3766,3766,3766,3766,3766,3766,421144.47,411395.25,271839.03,82702.664,3766,400145.72,31980.125,117178.61,58881.617,3766,105576.805,284720.78,416434.53,3766,17677.475,3766,3766,52433.9,393238.56,364310.94,363482.2,93036.21,397960.97,3766,104995.84,394906.16,3766,3766,3766,3766,23253.586,30744.84,48659.42,83395.33,15881.094,344946.78,3766,3766,376062.53,342741.62,53166.92,326268.5,9204.96,3766,443322.66,3766,3766,3766,3766,3766,3766,3766,3766,74183.305,3766,90061.66,3766,60172.73,45797.88,64379.914,426420.66,522336.06,3766,3766,3766,3766,3766,3766,3766,3766,3766,14972.901
"488_203.118_1.492",3766,3766,3766,3766,3766,3766,159211.62,153062.2,99902.234,107133.57,110653.52,168504.72,157868,69270.37,104414.69,167311.89,196113.12,155906.61,188266.22,113023.67,114304.73,71113.25,222324.19,197919.95,74752.336,218861.19,111412.22,128106.37,125541.26,189824.08,136848.38,134882.27,195501.53,117309.88,92813.85,84754.71,216752.05,139577.89,237875.19,228552.92,195377.44,140609.44,219829.08,117422.33,148610.25,204546.5,121709.27,128735.79,252881,125366.18,168856.16,129373.76,118415.61,255861.6,181628.28,211043.42,273360.97,207950.81,228869.33,225906.31,273950.7,155859.69,257036.16,139868.05,138509.03,199239.95,233894.89,182423.42,118038.94,124321.58,318716.56,368696.47,246624.81,472162.12,169711.73,424068.53,240181.44,382957.88,296354.84,463521.16
"489_185.129_1.496",3766,3766,3766,3766,3766,3766,57624.977,18634.037,25430.223,51883.824,65098.91,15904.44,17951.375,25767.184,24651.178,25431.846,18583.312,10501.711,19602.217,7524.626,4567.757,10459.959,21901.781,20002.99,7671.2314,78550.72,5948.698,20270.254,23035.738,71504.23,21191.658,73938.59,70119.09,69980.83,20370.355,18619.713,22284.5,18916.588,74910.37,90192.23,17583.467,24565.873,21652.396,69590.9,10587.893,24092.693,25964.926,30443.383,35134.906,42751.74,15568.407,11407.208,60627.684,31785.807,13379.275,23978.88,98489.38,83596.984,79067.03,84033.37,99914.8,24988.32,31285.084,77995.73,19516.406,23388.607,11114.25,85770.53,80034.67,83257.51,115637.53,126287.734,96889.37,80077,20802.305,38860.168,114926.42,38829.414,54761.805,39017.465
"490_254.059_1.506",3766,23120.92,6657.624,3766,3766,3766,3766,3766,193838.73,169986.06,170029.61,3766,3766,194626.88,3766,3766,3766,3766,3766,176430.89,167114.25,3766,3766,3766,3766,3766,144959.66,169217.95,127402.2,3766,173277.08,3766,3766,176641.06,3766,3766,3766,3766,3766,3766,3766,200243.88,3766,144570.84,3766,3766,160883.3,136062.9,3766,124266.55,3766,3766,126304.41,3766,3766,3766,3766,3766,3766,3766,3766,328631.6,3766,323828,3766,177645.02,163661.92,148658.84,123144.664,181353.81,3766,3766,3766,3766,3766,3766,3766,77557.836,63544.875,93568.06
"491_231.043_1.495",3766,3766,3766,3766,3766,3766,3766,3766,1167522.6,1126754.8,1095653.6,363735.6,3766,1084021.1,107879.945,537442.44,141856.06,81128.23,275808.97,1170846.6,1134945,117114.664,140846.25,3766,3766,145953.03,1076808.5,987037.7,994590.56,385175.9,1092302.8,3766,291580.22,1064548.2,3766,3766,3766,3766,110622.61,97478.65,134179.06,227087.44,104466.49,944708.4,3766,3766,1037878.8,938618.8,152269.86,904338.94,88290.73,3766,1209470.6,3766,83904.766,3766,3766,5942.9424,6590.1094,3766,3766,279033.84,3766,242382.88,3766,233287.27,120036.305,164292.69,1168448.5,1401337.6,3766,3766,3766,3766,3766,3766,3766,34569.895,62388.496,93838.62
"495_268.999_1.49",3766,3766,3766,3766,3766,3766,3766,3766,3766,6740.7876,7168.4395,3766,3766,5078.44,3766,3766,3766,3766,3766,3766,9346.481,3766,3766,3766,3766,3766,16012.537,30519.785,6745.5664,3766,7584.46,3766,3766,14795.394,3766,3766,3766,3766,3766,3766,3766,3766,3766,15766.94,3766,3766,27567.863,22667.287,3766,23190.309,3766,3766,57827.43,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,62774.477,67336.86,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"496_501.182_1.542",3766,3766,3766,3766,3766,3766,38190.855,20031.838,14631.255,18368.588,20891.424,28652.639,10141.558,25270.514,6019.5107,22380.277,17341.326,21237.707,5882.452,13896.376,32678.068,3956.4534,18657.102,8549.106,39524.22,11866.465,24899.438,12844.396,25637.152,13210.626,6690.9023,22452.117,17369.457,3766,8371.379,32789.76,31310.299,18330.867,32321.607,8350.268,3766,8436.395,15720.007,18525.973,20261.932,21443.693,25219.537,30470.592,32691.38,16602.56,16185.889,17837.07,15574.343,6291.6045,8920.905,12057.508,7205.7456,5019.6934,3766,14067.164,9972.283,8049.1787,18472.463,7612.705,14360.775,21411.154,8201.906,20346.488,13757.247,7495.1807,19286.16,13144.895,11699.436,18955.906,20721.154,16951.277,4451.0396,29422.229,9712.369,9706.643
"498_483.061_1.487",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6915.3184,3766,3766,3766,3766,3766,4822.808,3766,3766,3766,5191.6006,3766,3766,11668.883,3766,3766,3766,3766,3766,3766,3766,3766,3766,7247.1997,3766,3766,11018.179,7609.1694,3766,11573.611,3766,3766,58679.383,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,53907.617,67968.02,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"499_253.025_1.497",3766,3766,3766,3766,3766,3766,3766,3766,1468402.2,1377231.2,988805.7,357689.03,3766,1360579,208201.62,520435.78,272829.78,110422.6,648591.1,1090895.1,1608720.2,155901.03,302381.78,3766,3766,275109.6,1078337.5,1195134,1240719.5,405420.44,1079543.1,3766,421838.06,1687296.2,3766,3766,3766,3766,275966.97,228853.27,289027,580334.7,232275.55,1173093,3766,3766,1984249.9,1344212.8,233870.69,1732696.5,181144.3,3766,1664836.9,3766,174008.25,3766,5611.7173,14774.464,21878.68,18908.453,4737.8013,369272.72,3766,394110.12,3766,292515.8,236513.69,286217.16,2340312.5,1951828.4,3766,3766,3766,9325.479,3766,9311.1455,3766,100366.32,129111.45,162558.62
"500_517.223_1.556",3766,3766,3766,3766,3766,3766,16167.082,6241.47,16149.923,7745.6885,13371.993,13003.064,6029.0215,21688.533,3766,3766,9850.518,14433.04,11550.037,16233.306,21694.201,3766,19851.094,11148.314,11353.448,6885.712,19448.85,9497.295,13297.725,12929.828,15170.932,8500.392,9475.312,9887.586,13420.586,8465.043,4849.453,3766,9333.091,5696.224,4386.825,4420.5776,6051.323,8803.145,9455.635,7228.3174,16001.783,16960.957,14638.698,16741.227,3766,6864.92,5597.2207,4621.5996,5372.699,4622.881,6349.106,3766,3766,3774.455,5701.521,3766,4386.5625,6974.0137,7832.7603,14233.47,4828.547,3766,15795.92,8879.37,9393.224,4261.499,15446.016,13748.37,5522.0273,3766,3766,8080.9707,8957.057,10651.27
"501_361.047_1.51",3766,3766,3766,3766,3766,3766,81214.68,59729.574,79466.12,67651.516,64512.88,80367.42,23777.344,144253.23,12324.32,99452.766,78072.47,155526.5,97620.17,120590.164,65433.023,23030.691,92955.03,101882.19,63259.547,90159.14,92786.85,54301.44,51995.08,107920.586,36484.2,171622.05,112089.336,92195.91,20592.844,76235.63,56136.04,66397.57,79666.766,100052.58,66054.03,74044.336,54439.152,138399.53,138672.45,48286.816,74201.836,71924.336,71965.36,54128.2,57410.89,92008.945,72075.04,79486.6,70332.59,78643.95,124381.88,126244.69,64105.168,148033,44107.746,81251.68,95239.32,44426.074,67509.99,86247.68,140759.1,74985.44,66701.1,72474.805,82280.7,77136.414,74110.03,70939.08,42368.785,71650.92,124955.516,87518.06,131724.11,146519.88
"502_376.187_1.492",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,46116.652,3766,3766,30254.664,3766,3766,3766,3766,3766,3766,3766,3766,3766,29201.035,15684.902,5760.397,3838.3218
"504_194.166_1.511",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16884.914,3766,4648.4272,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,46964.3,17700.525,53974.367,3766,42756.867,3766,3766,3766,3766
"507_232.046_1.487",3766,3766,3766,3766,3766,3766,3766,3766,20671.357,73794.38,35190.08,3766,3766,17205.174,3766,3766,3766,3766,3766,11808.942,19697.84,3766,3766,3766,3766,3766,9767.49,8748.206,8439.404,3766,61794.844,3766,3766,18589.055,3766,3766,3766,3766,3766,3766,3766,3766,3766,7176.284,3766,3766,14254.578,11546.132,3766,13126.348,3766,3766,75202.94,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16485.113,21022.273,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"508_521.239_1.559",3766,3766,3766,3766,3766,3766,255591.25,395321.16,235129.69,303169.03,396430,401443.88,206328.69,115644.18,167971.66,361701.22,382806.16,389385.16,151257.22,149916.83,436322.62,83759.76,368573.3,323150.16,71585.88,222426.28,401659.38,387290.94,388687.25,351220.97,281582.9,438709.38,368527.84,163017.92,380287.7,149733.38,395670.25,213181.3,143034.81,390007.66,361382.5,369343.9,475278.94,392962.88,405754.03,90138.18,361713.03,366959.97,195721.78,349704.88,285136.78,406760.9,230237.3,266322.25,468631.94,395420.56,262264.2,400994.9,367414.2,393287.84,437838.72,455259.16,476063,386995.72,497508.88,490440.6,209994.14,431113.2,324735.1,258991.34,490788.78,340404.84,420031.66,628960.3,498288.38,539317.2,514815.62,586565.7,302654.34,978297.1
"509_543.221_1.573",3766,3766,3766,3766,3766,3766,67848,50544.8,81689.195,15957.484,52587.035,73710.664,73353.78,78992.34,73962.016,85102.64,190662.97,96403,111005.586,56353.5,93526.53,106695.89,123809.2,157582.22,64490.156,309785.06,124654.09,412326.25,326385.75,147102.62,194756.28,81038.66,51240.375,240694.14,79577.04,72230.875,174867.84,325159.47,525127.5,267750.44,110976.32,104370.77,398211.3,189300.72,442692.44,48782.89,145344.1,529203.5,66244.516,534147.5,291166.8,96389.56,126766.9,488571.94,431268.1,311881.03,190368.95,191581.94,77204.914,225715.1,304975.2,74101.414,75338.516,157190.05,83178.44,395328.72,167052.03,135887.77,357724.12,127070.88,290947.75,418887.4,123247.94,520523.47,378180.1,514606.5,56327.36,221041.81,216594.25,231328.7
"513_306.129_1.536",3766,3766,3766,3766,3766,3766,17195.523,15569.075,54774.56,3766,30084.504,13231.427,8287.723,32657.209,7914.086,3766,8464.547,22922.19,21968.158,38718.316,37108.88,7649.8867,10452.275,22867.094,15251.359,3766,23709.133,30566.69,32766.291,8690.59,16157.179,6428.734,21409.168,35297.293,14149.211,10836.352,20189.096,9030.497,19773.807,3766,13756.782,16930.336,16845.252,33283.656,11089.749,13996.494,28807.51,31190.273,11505.164,17334.582,13867.784,19978.697,33780.664,12155.227,21677.18,15398.033,12645.085,6637.467,19049.887,18065.428,3766,3766,24300.445,22662.49,5379.7515,12857.564,23799.883,12862.826,20208.97,32086.049,5490.878,3766,12012.764,10600.712,3766,4264.496,21219.326,14259.203,15492.193,4065.6694
