"","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_BS_2.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t0_BS_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_BS_C.mzML","t7_BS_1.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_BS_1.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t7_BS_3.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t8_BS_C.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"247_201.123_0.958",3766,3766,3766,529325,304686.1,340561.97,360101.75,353766.44,387449.94,348993.9,332332.44,367629.9,373039.22,341654.1,369637.8,346355.9,362196.47,298607.1,360895.28,349955.9,358420.22,384025.9,443567.28,422880.7,579191.8,362864.97,308728.8,641534.7,354806,404101.06,430123.1,449016.75,409635.88,317327.5,334130.7,442048.94,541660.25,579140.5,497596.34,1379627.1
"250_216.077_0.965",3766,3766,3766,69598.78,62364.594,71876.18,70174.445,70487.63,71320.484,45228.574,69240.97,75597.14,73718.13,77985.73,79090.375,73009.71,53462.953,47312.01,76918.34,55476.023,69650.555,77695.19,78653.15,78666.19,9530.301,81168.66,72036.13,64571.434,59645.78,70728.64,69373.45,74573.5,64824.27,70484.43,81893.95,73793.67,83001.625,89075.414,77174.52,142113.67
"252_285.134_1.053",3766,3766,3766,82376.32,95435.445,116650.66,123927.12,119434.61,137113.3,108107.984,108511.01,139497.28,140107.98,112598.54,139767.56,117213.15,113999.695,86317.625,131933.89,186264.73,134349.52,151292.4,154185.02,165371.11,241575.64,107910.96,78132.97,197375.1,177184.34,238638.44,219045.81,228085.56,207576.19,78934.305,75388.12,229099.23,221704.23,254255.28,204108.22,346011.7
"253_183.113_0.939",3766,3766,3766,17585.344,14256.039,19305.8,18314.576,6178.4263,18825.654,6568.4116,20289.898,21100.062,24390.152,31506.916,4042.8965,16362.417,8326.676,3766,25076.5,29033.627,27032.11,20127.723,20595.098,24202.307,17639.172,34381.965,9984.563,24334.656,31768.137,67360.19,82097.48,84970.03,73819.16,17853.857,25389.242,84812.25,106522.24,107697.41,96515.26,132965.6
"254_215.118_0.958",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3892.975,10483.481,3766,3766,3766,3766,3766,3766,5181.57,12731.274,3766,12469.616,6663.688,13537.336,8647.757
"256_205.097_0.996",3766,3766,3766,250004.23,179481.7,235456.2,226216.86,261761.23,260724.73,220208.14,222207.89,248183.56,229342.9,243332.64,244027.86,209333.47,203300.36,189829.64,208633.45,240112.86,243834.39,215899.94,283818.5,249561.81,289605,206863.4,165773.03,259402.33,269395.47,297014.47,301782.5,352127.12,269876.22,164891.58,193503.4,284193.8,351106.78,390431.66,324749.88,555073.06
"258_315.239_1.053",3766,3766,3766,77708.34,54550.535,57226.312,80091.91,60439.46,72446.05,88358.99,48137.28,49993.95,53978.703,45040.93,57552.44,49585.53,85636.59,63002.28,43855.273,49403.297,49180.973,48266.316,66035.79,59465.242,142617.06,31702.33,19839.742,47422.332,45471.547,54492.22,46601.36,39591.33,42522.26,19569.77,19667.766,43712.637,31302.883,37781.86,32989.28,54006.91
"260_296.135_1.078",3766,3766,3766,48746.215,14952.523,32476.518,11976.141,41335.453,17871.602,17121.09,17990.52,30531.107,12478.143,27989.04,37196.395,34561.52,30547.148,21583.715,10768.202,164943.9,20562.002,8321.258,11530.661,11913.884,11463.281,3766,3766,188776.4,148093.25,220103.6,219092.08,222496.34,209229.53,3766,3766,199186.69,185876.84,218288.08,177526.9,313027.56
"262_171.113_1.035",3766,3766,3766,1372407.8,2517211,2883443.8,1389809.1,2751580.2,1493830.1,1353489,2836328.8,1457338.9,2812033.5,2914940.8,1358462.1,2747918.2,2659895.5,2410341.2,1604097.8,2643780.5,2709096.8,2847878.8,1401407.4,2941849.8,1443361.1,3040039,2840355.5,2957159,2784051.8,1331955.9,3138269,3107333.5,2869325.5,3173901.2,3224838.5,3267974.5,3370999.2,1856113.5,3155339,4961214
"263_250.116_0.977",3766,3766,3766,23353.887,23123.395,24441.844,21382.191,38444.793,32878.684,30936.658,24001.691,46792.64,37495.14,44989.773,25321.26,28227.26,29879.064,31201.322,29575.508,27777.137,26152.018,47578.184,34981.773,41648.4,26583.732,69144.58,28899.105,53248.137,28790.395,30420.307,65328.56,37310.54,32264.871,31849.834,77533.32,74457.81,100202.43,99794.48,89709.72,148378.88
"265_190.086_0.968",3766,3766,3766,36892.35,26228.914,13402.385,19628.951,136640.5,38513.38,93858.72,10750.717,9941.95,27257.438,262948.6,13293.524,148244.95,117866.86,237891.42,55508.48,6576.699,65975.79,20726.889,8199.426,6265.3516,3766,28308.836,91883.94,8047.412,10951.136,3766,8828.849,8146.0547,6135.3735,90835.58,87023.71,7410.2593,6485.1416,9526.526,7574.0967,12683.21
"270_315.239_1.062",3766,3766,3766,85302.51,88871.12,84273.35,98462.695,84204.06,93716.09,103587.125,75917.96,66949.82,70064.984,73209.336,83707.71,67278.46,121169.96,104367.95,70389.016,69860,72670.945,74285.836,76051.61,83360.8,86083.54,57878.523,48681.516,73018.29,64054.6,84991.05,71088.15,39153.773,63923.7,51647.28,53548.74,68729.45,57168.754,54014.58,55379.312,85484.29
"271_204.088_1.133",3766,3766,3766,28533.922,4587.7544,21212.373,30690.363,24022.035,15742.486,31085.912,34401.008,23209.74,40482.46,40261.965,31059.406,39530.426,25412.953,17711.707,24028.053,12023.384,6424.9033,41286.586,23595.363,41311.215,16656.338,18436.314,36144.17,22578.4,35273.027,39841.99,41798.426,40696.9,14466.609,11708.912,13295.971,22344.623,6628.5083,15038.422,30342.83,28179.293
"272_285.134_1.066",3766,3766,3766,180829.42,182904.44,211531.22,192328.23,201347.81,212312.48,166192.11,210460.22,241664.92,227699.08,220839.8,243930.45,218107.64,198197.78,176298.38,263024.2,331317.9,230192.34,261256.25,236823.42,255164.69,66739.33,238267.67,195097.12,379043.34,359040.25,414596.03,419370.75,431101.12,380157.78,205106.17,185041.88,449398.66,493639.12,517755.56,451880.66,730560.94
"276_254.059_1.075",25988.38,8044.197,3766,78086.95,79483.734,80579.93,85160.35,90977.22,67854.055,3766,56703.04,67366.91,50805.094,71698.06,3766,86837.35,3766,3766,19913.697,84164.5,72544.04,3766,86032.87,74772.69,49426.934,3766,52806.42,84600.66,81256.29,3766,69260.26,23556.445,37672.164,64551.633,82699.16,3766,3766,30921.072,17711.338,34279.6
"277_175.087_1.078",3766,3766,3766,5582.8916,15532.211,16259.466,14970.108,15139.33,7580.4565,20282.828,15727.073,19819.72,21764.262,22667.496,30216.494,20135.021,35516.24,27057.092,36318.86,12407.771,11606.727,26668.701,20053.84,20403.69,17672.496,21968.607,3766,10947.66,14229.867,27646.268,10835.701,14081.886,5538.167,12747.702,15080.21,12316.427,25235.9,32013.643,18932.51,48632.58
"278_201.123_1.085",3766,3766,3766,237319.6,520744.44,574790.75,538346.9,566812.4,567710.6,537307,567767.56,604833.3,578718.25,595482.8,596574.25,581888.4,592503.9,533287.1,619843.5,567780.75,573700.4,608988.6,610192.6,622024.3,201622.86,650782.1,607827.94,348526.56,613041.6,656614.7,731735.8,749020.94,669158.7,636052.94,649868.25,764840.56,969200.25,1001231.3,878387.4,816965.5
"283_349.223_1.159",3766,3766,3766,54612.125,37943.387,37628.984,58109.586,32721.596,48216.973,77555.734,28156.727,32007.643,33957.645,26308.332,48072.56,30695.71,71098.37,53367.77,35615.316,39270.46,32836.957,27239.152,52755.133,52411.703,53456.07,23307.469,7688.647,40221.3,33662.945,53463.965,37299.59,39681.31,36130.188,6116.006,8644.448,38400.105,28250.795,32525.559,26571.773,37182.33
"289_296.135_1.098",3766,3766,3766,8844.063,23383.766,28105.2,11976.141,32444.104,18378.574,17121.09,12052.143,25051.043,3766,24239.52,27534.455,31231.846,26795.375,27834.475,13822.506,208998.7,10694.726,9751.878,8674.432,10680.118,3766,4801.3325,3766,254816.47,225813.44,267568.34,304950.38,301271.06,279257.06,3766,3766,304123.53,342240.06,332704.16,307730.6,497993.16
"294_203.085_1.144",3766,3766,3766,529657.94,517684.5,569961.25,535736.4,566600.06,571119.94,486414.22,571404.3,587417.9,567495.2,603817.5,587059.3,575076.3,513889.1,458397.84,619022.7,536448.3,558408.56,596333.7,600579.75,604367.6,550465.6,636414.75,607941.1,596618.6,571419.25,621430.7,634351.3,641146.06,577519.8,619409.8,647984.25,658075.8,666609.5,689231.94,603290.3,984142.25
"295_155.081_1.144",3766,3766,3766,989634.1,968775.2,1061748.5,998277.56,1054755.4,1053084.2,905783.3,1057709.6,1108102.1,1065599,1135302.6,1104277.9,1083615.6,944594.1,855005.94,1142503.4,1000462.75,1045761.2,1115966,1083240.5,1120281.6,1031996.4,1180598.5,1122621.9,1115073.8,1072835.4,1131166.6,1173247.1,1179472.9,1086267.2,1161900.2,1211545.1,1208559.1,1234594.5,1303786.1,1149533.2,1819836
"296_204.088_1.143",3766,3766,3766,21670.389,7507.843,25946.912,21478.434,27859.748,15742.486,17174.197,31234.883,27708.102,26272.275,32226.059,28466.867,29528.537,24914.902,24855.396,25548.549,12366.99,9756.885,29125.248,21741.453,24789.867,12758.4375,30630.336,37633.21,28117.635,30756.598,27474.502,31975.057,24778.262,19337.672,39921.402,31743.422,31637.576,11982.934,24813.473,32615.547,23022.121
"297_153.102_1.155",3766,3766,3766,82527.92,80287.19,55783.184,78297.586,78047.92,83199.07,15871.972,71739.45,64590.45,74448.58,90090.195,38902.062,80233.54,17575.416,14815.724,12574.258,98852.47,9263.817,18178.271,18153.873,78946.18,67200.734,23327.76,72787.63,109966.9,110454.75,61167.43,85075.01,90429.46,103786.65,65670.875,80869.61,70867.54,108847.65,68696.74,110056.81,144457.22
"298_231.113_1.172",3766,3766,3766,14679.244,12536.618,12267.326,22032.113,24059.97,14853.381,22447.014,10942.547,15019.446,15068.681,31652.559,38210.8,18022.217,32120.557,26968.078,30812.537,10418.437,22966.562,33425.863,29566.002,16019.43,43618.824,21098.3,23864.96,30348.568,31669.322,33774.02,20096.188,27672.145,30684.273,23230.299,25210.018,34529.79,18437.139,33716.14,10813.284,49871.16
"299_298.116_1.163",3766,3766,3766,75616.84,75408.91,86874.766,74374.336,77060.086,88128.414,65617.14,86284.59,102055.66,94791.05,91929.016,103889.15,88239.484,79283.516,72000.47,110786.35,94053.53,94529.26,113475.63,110797.66,115969.27,113528.02,124653.48,103572.6,107165.11,99437.98,117535.81,125373.18,120250.06,102851.03,101400,103374.33,119911.28,136801.34,144138.69,125630.7,227128.8
"301_349.223_1.165",3766,3766,3766,68276.24,68659.69,57438.33,70211.375,54353.66,51152.363,118626.24,52182.074,49310.74,33758.773,47473.508,80863.98,51618.832,122308.36,106677.08,60445.668,61177.008,49365.61,74048.75,57262.516,60709.35,28547.104,65292.32,39549.062,67114.45,65695.35,83226.3,76344.71,73424.26,70232.16,24988.17,34623.555,80703.305,74482.68,59592.676,58275.434,94850.8
"302_188.071_1.171",3766,3766,3766,1077069.2,983134.3,1173351,1017279.75,1281951.1,1159096.6,956337.56,1158261.2,1242587.2,1085345.6,1309003.4,1228615.9,1095234.6,964650.4,1015901.3,1129713.9,1150258,1208435.8,1072432,1195980.5,1167489.6,1095435.5,1207309,1086111.2,1273627.9,1387464.8,1394024.5,1518088.8,1743746.4,1322773.6,1124545.1,1281275.1,1480748,1960777.2,2129657,1805355.8,3056015.8
"304_205.097_1.175",3766,3766,3766,485719.62,440668.78,529460.7,462749.7,577617.7,521600.62,432362.03,522723.4,561769.8,489770.97,589715.1,557355.1,494456.12,436739.22,458165,512084.53,526911.5,544228.5,484063.88,541796.94,528501.56,493743.94,547435.4,490797.56,579365.75,636666.4,643222.94,686865.4,793233.6,601195.7,511810.53,584205.3,671663.6,891250.56,965136.75,818063.8,1383547.2
"305_264.132_1.226",3766,3766,3766,136871.45,130462.34,152902.03,234111.22,145750.28,151281.58,99414.21,147632.62,295408.97,162468.05,140546.94,168300.3,152306.47,135888.23,126898,179671.97,146508.83,162541.33,187067.3,309534.2,319855.75,298941.25,205004.4,171317.6,171719.06,161897.2,189349.33,190233.11,183591.86,165428.6,171586.03,179472.16,192877.8,200010.66,224564.06,185138.89,322703.34
"306_156.011_1.182",3766,3766,3766,140964.56,120102.664,127028.15,128032.92,145295.44,132541.16,3766,117418.44,108899.41,113941.79,118367.46,3766,116905.74,3766,3766,3766,21466.98,106810.12,3766,128111.82,110279.49,116620.35,3766,110172.81,25274.137,36613.684,3766,22908.672,12133.699,16122.732,103252.625,131228.33,3766,3766,3766,3766,3766
"307_304.132_1.181",3766,3766,3766,412645.66,354184.16,362427.47,380856.25,375047.97,384421.66,3766,348063.47,309690.38,336500.84,339301.78,3766,342006.28,3766,3766,3766,121430.55,320970.06,3766,345389.94,302409.66,336545.25,3766,283539.56,102108.58,122455.27,3766,54306.793,96238.21,88412.76,269283.9,307503.7,3766,3766,7683.664,17138.752,39873.99
"310_206.101_1.167",3766,3766,3766,17123.07,29531.834,34227.977,17240.328,36024.355,28660.67,17464.973,42949.793,63348.035,28385.959,65095.45,61983.44,38832.395,34307.66,37984.68,55751.617,31944.295,17814.098,54494.934,27274.107,29064.592,20869.156,38680.586,54441.35,64744.7,41906.973,26337.111,44552.746,50539.18,37574.754,56325.04,46314.25,60339.28,63353.76,66693.27,56532.78,90607.15
"313_231.043_1.182",3766,3766,3766,384372.5,328825.78,343585.3,351488.44,359329.97,371198.2,3766,326608.2,303639.84,313850.72,321505.44,3766,322991.88,3766,3766,3766,95707.94,289453.62,3766,351755.56,302917.94,319462.78,3766,309940.2,85822.836,103228.23,3766,70557.53,59990.246,61224.863,286479.84,357952.2,3766,3766,6328.3945,21455.145,32200.727
"316_253.025_1.188",3766,3766,3766,504787.34,431462.9,567475,457200.34,582794.06,533480.1,3766,555537.4,574022.1,493338.66,607529.75,3766,516115.97,3766,3766,3766,178775.73,512957.66,3766,609119.2,484670.06,553855.25,3766,756333.25,143928.25,221675.42,3766,146644.69,114330.375,147146.56,563209.4,881287.4,3766,3766,40656.734,55034.734,88656.12
"318_171.113_1.202",3766,3766,3766,1267364.5,1328028,1375360.6,1300744.9,1498545.9,1341474.8,1336757.4,1430260.9,1580554.8,1514473.5,1599072,1618849.9,1618141,1562690.8,1363701.9,1524346.4,1376770.5,1589105,1706430.4,1625477.6,1678988.9,1463770.4,1830478.8,1709758.5,1582600.6,1545717.8,1685115.8,1718795,1748187.8,1601317.9,1547176.2,1695029.2,1712878.9,1865537.2,1838107.9,1814123.1,2741894.8
"320_268.999_1.181",3766,3766,3766,3766,3766,5279.952,6074.5757,19022.55,5227.527,3766,10487.412,6683.6187,5330.217,14986.415,3766,22590.545,3766,3766,3766,3766,17688.027,3766,23505.6,22847.898,11167.356,3766,39475.227,3766,3766,3766,3766,3766,3766,25421.256,45178.652,3766,3766,3766,3766,3766
"321_215.139_1.205",3766,3766,3766,104900.61,63188.74,77458.55,103604.34,110173.016,80882.96,111354.24,79481.72,115171.51,80942.99,88367.945,75004.62,74341.19,118735.836,74149.82,117618.52,73488.35,65173.67,116552.17,82745.71,117551.61,108902.13,122758.25,115124.43,121608.92,113121.164,91140.664,95472,139658.03,82536.52,117841.04,78551.88,104227.516,183496.53,191109.16,114444.76,193316.89
"322_242.15_1.28",3766,3766,3766,365988.1,383282.03,395423.6,377450.62,384341.44,383152.06,395767.06,377853.06,402603.03,383213.44,382281.34,403395.97,392183.75,445513,409182.53,397610.06,352091.78,377927.75,407862.47,374603.3,404493.12,625578.56,403162.88,341303.25,402772.28,366662.47,425700.84,414164.16,406487.1,374691.25,347849.2,365979.94,409456.4,401238.1,443271.75,366443.06,609781.1
"323_174.022_1.185",3766,3766,3766,15018.848,30888.377,11947.014,21022.684,41828.41,24525.844,3766,25714.172,38755.285,23121.387,24816.13,3766,31823.584,3766,3766,3766,3766,13645.332,3766,44476.895,24790.633,35322.84,3766,28368.852,3766,3766,3766,3766,3766,3766,28149.041,45802.3,3766,3766,3766,3766,3766
"326_169.097_1.219",3766,3766,3766,711825.94,696606.3,756742.56,717349.94,760218.6,766485.25,662325.44,749449.06,773357.2,749419.94,861916,801241.2,798824.7,652589.2,586862.3,837971.06,709071.8,762321.06,822727.5,792024.25,763415.94,724807.2,873808.06,801495.3,770143.8,748504.3,796780,816874,843762.25,785705.44,837731.56,910280.3,856836.4,836668.8,932985,839168.06,1309319.4
"328_483.061_1.183",3766,3766,3766,3766,3766,11399.677,3766,4409.8936,7826.353,3766,5650.0234,10356.612,3976.0544,3802.8135,3766,3766,3766,3766,3766,3766,8278.963,3766,7723.2017,3766,8909.196,3766,29533.06,3766,3766,3766,3766,3766,3766,19584.156,47288.723,3766,3766,3766,3766,3766
"329_235.108_1.226",3766,3766,3766,440391.03,441697.72,475275.44,448892.94,467429.62,470522.4,400012.6,471339.66,490448,472162.53,491835.1,486859.8,476886.44,454214.62,419152.3,502754.66,426873.56,467569.12,491093.34,489454.88,501002.62,466016.8,523990.28,493692.4,476381.84,461868.4,483619.5,500497.47,498139.84,457530.4,514866.72,529869.44,505827,495905.66,527137.94,474894.44,752451.9
"330_225.123_1.285",3766,3766,3766,243120.28,274402.8,280508.34,254490.39,273454.25,257269.75,266156.44,278654.94,285648.38,266938.9,285259.78,286336.56,281053.34,315434.62,302059.6,295483.8,253183.16,272578.44,286122.1,483198.72,497172.78,466248.7,310308.16,265729.94,288537.25,276762.7,292864.72,307048.44,306024.7,274143.06,267370.28,285109.53,307854.38,318077.25,339240.72,292660.78,472773.4
"331_298.097_1.221",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3967.5837,20795.318,10767.451,3766,3766,18150.16,3766,3766,20553.887,118955.41,6698.879,65831.04,18351.637,12923.506,3766,98320.99,69018,148704.05,124283.664,159634.81,86880.37,89455.45,81225.1,66746.22,99230.48,105458.56,3766,6184.923,3766,3766
"333_284.139_1.252",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4257.133,10874.617,3766,4364.017,3766,3766,3766,4387.115,3766,12176.67,10362.554,14765.684,15776.203,12716.608,9119.493,3766,3766,18401.398,22065.74,23259.213,19144.266,36273.086
"334_315.239_1.252",3766,3766,3766,97640.766,98521.766,85645.086,95966.695,79805.94,70214.516,273456.47,77845.11,79350.92,69654.22,77872.05,198256.02,84383.445,297144.97,293990.8,180535.62,164404.12,70944.94,170597.22,49419.484,60627.75,38014.492,163714.03,65977.766,177041.66,105191.35,200448.28,172775.58,168809.5,151535.66,68989.87,60375.93,183444.22,174227.61,118779.984,157050.31,233558.11
"335_310.114_1.336",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,78804.57,3766,3766,3766,3766,3766,3766,3766,93698.69,78572.15,96556.25,62291.07,58094.72,55551.06,3766,3766,69305.38,4860.121,3766,3766,6244.084
"336_264.132_1.25",3766,3766,3766,233745.8,225990.25,262449.06,107661.74,256930.3,253671.33,214262.9,257406.73,153719.92,276086.1,272323,289584.38,265325.6,248038.66,224967.81,311376.3,259717.8,279957.66,311453.56,123391.41,144222.78,83587.234,354995.22,308438.03,298929.6,284589.25,317640.88,333073.5,326621.5,295278.16,320992.9,330928.6,336648.44,365370.94,393257.9,334226.72,570574
"337_324.145_1.26",3766,3766,3766,46070.336,47256.29,54921.664,48038.97,52046.65,55574.824,35657.832,55730.37,65147.562,62144.266,61004.094,78137.81,60530.98,46267.773,40243.902,88556.086,124256.85,63929.625,85255.055,68158.95,77973.5,69110.12,74281.21,50929.457,150383.06,137592.58,169130.05,174360.75,187007.42,157932.4,53031.04,42141.727,195228.19,194821.25,213762.23,182227.7,323852.94
"338_166.086_1.252",3766,3766,3766,10745.861,10323.348,19299.363,10812.834,18380.67,16323.259,15454.335,20019.617,19380.264,16909.338,22562.482,20829.2,19693.006,12906.922,15856.7705,23574.549,14596.887,9742.843,20962.426,12105.701,16104.014,8807.754,26178.043,17713.854,16781.754,21234.346,12653.108,22395.137,22102.627,19614.758,27714.877,21097.525,21308.223,27225.95,28056.68,22112.217,101076.78
"339_340.18_1.254",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"342_181.097_1.28",3766,3766,3766,171498.8,160343.11,177469.64,172366.69,178536.17,170972,145208.6,174044.16,184977.88,178651.64,195453.86,192855.52,180847.08,160115.22,141730.88,194952.47,187177.4,176508.72,194596.25,184202.9,187276.94,177012.42,201231.27,188336.14,213637.73,200405.34,211538.1,230919.95,229792.45,217015.64,191838.11,204082.38,236897.03,273562.78,284209.5,254564.81,382282.56
"343_242.15_1.289",3766,3766,3766,616000.94,612341.6,644216.5,621917,637573.56,636684.06,651160.9,621209.7,651406.7,620676.94,631153.3,656000.4,625142.94,730014.7,702332.4,659727.2,589594.44,623842.94,648406.06,652447.1,671576.8,31068.227,688239.7,625872.4,661433.56,641164.6,685835.1,686734.56,678010.9,612333,655607.75,656826.25,695870.3,720527.44,756508.4,672952.7,1081832.6
