"","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML"
"25315_193.122_9.358",8115,8115,8115,73136.69,85328.44,90932.62,124649.984,102334.87,101762.1,46052.387,75237.57,56151.24,58835.992,73427.8,81715.77
"721_193.134_3.174",8115,8115,8115,77199.21,88734.625,94056.164,38147.49,36649.773,37168.61,41649.5,67246.58,63590.805,59159.805,42223.71,42927.652
"32858_193.159_11.251",8115,8115,8115,89719.28,97594.94,164001.34,70416.82,70988.13,71660.31,116696.875,53281.996,66027.41,131136.16,57998.113,77179.805
"33490_193.159_11.504",8115,8115,8115,73598.7,111312.92,85632.76,83500.04,122778.84,94300.164,81229.43,81459,98150.87,84593.414,84472.49,57561.61
"617_194.118_1.839",39891.254,40097.25,37470.86,745458.4,834469.75,916501.56,1082375.6,870380.7,1082872.8,573509.9,459444.84,475280.25,560093.25,571075.9,513015.94
"11_194.966_0.656",8115,8115,8115,21867.588,45035.203,30038.975,85046.23,76945.72,101999.555,8115,8115,8115,8115,8115,8115
"27092_195.08_9.812",8115,8115,8115,126741.75,138123.16,138967.62,236426.4,140480.16,214871.7,110872.31,106905.79,118854.97,120141.66,118288.42,98818.195
"4610_195.092_5.932",94874.625,97518.03,90024.23,29674.375,27093.826,25810.371,65642.36,61921.81,56939.887,16340.358,15567.34,16485.014,9690.616,11143.987,8517.537
"7011_195.102_6.372",8115,8115,8115,57774.637,56775.453,48330.395,74284.53,77904.445,78451.5,57526.13,61629.543,67420.484,53278.87,64204.312,52863.023
"7622_195.102_6.476",8115,8115,8115,65727.41,60331.566,82805.375,65297.766,82367.51,56236.195,79615.53,88184.69,84258.086,88530.984,78825.13,84714.43
"27505_195.102_9.922",8115,8115,8115,70648.17,71535.99,80300.305,104720,101982.61,67149.516,58407.887,53843.484,71329.09,44691.152,70154.914,66466.62
"26276_195.102_9.583",8115,8115,8115,116257.055,130448.82,122579.38,120995.85,146333.11,131745.4,94745.05,116462.766,88808.195,90944.21,115081.03,81044.445
"32934_195.138_11.338",8115,8115,8115,141259.5,127755.51,138250.78,133260.23,149143.9,140297.56,91526.21,108537.71,94888.32,106461.97,110483.914,108265.41
"32292_195.138_11.166",8115,8115,8115,93417.68,113171.06,111123.2,116982.586,99746.51,96872.78,69093.17,69638.35,75119.65,73498.99,61084.93,88394.59
"37570_195.174_12.817",8115,8115,8115,144772.56,147801.52,138524.67,162861.02,179928,172713.61,99861.734,100818.27,108456.88,89539.125,81696.1,115156.22
"34904_195.174_11.952",8115,8115,8115,97941,91479,88298.87,96212.44,94610.96,94504.914,68083.14,63433.664,66049.6,69634.8,56546.293,67625.3
"34511_195.174_11.799",8115,8115,8115,61338.457,61170.426,65313.934,32031.441,33051.254,24926.15,44409.734,44525.652,42597.074,48703.51,48055.2,45732.266
"16887_195.186_7.859",46878.87,50147.94,47992.92,12716.775,10763.782,13265.165,38994.83,36447.105,41626.82,8115,8115,8115,8115,8115,8115
"33533_196.206_11.527",93459.33,97275.48,82358.305,33188.516,39912.13,37222.117,145220.02,138982.25,140130.8,8115,8115,8887.022,8115,8115,8115
"20124_197.117_8.348",8115,8115,8115,249551.4,256582.06,259168.5,257962.08,271290.8,244356.25,196604.06,196975.39,199687.31,179244.36,201276.72,214306.25
"26129_197.117_9.545",8115,8115,8115,98755.91,97727.195,105241.77,110336.305,117811.42,132896.84,63026.375,74654.73,69872.77,70090.2,66535.93,72150.8
"7220_197.117_6.404",440046.16,450045.6,473735.03,145031.6,164063.77,155407.94,418857,424655.84,425607.78,74409.3,67950.65,74101.44,41149.01,44609.59,53557.64
"9603_197.117_6.809",693923.9,719321.9,715866.7,303440.5,307761.9,322112.56,702753.6,772438.6,719505.1,194916.77,217600.81,207538.98,149567.2,152110.2,158756.55
"9901_198.112_6.856",8115,8115,8115,116195.83,140323.5,121804.65,53917.418,50403.51,53493.797,83211.65,84543.914,87923.34,88504.73,105442.23,85583.734
"971_198.112_4.556",8115,8115,8115,22530.125,25415.535,20972.875,37612.332,32104.39,50975.46,20770.482,15101.483,24168.186,16123.878,19808.697,20145.307
"29742_198.185_10.545",8115,8115,8115,328282.4,338951.1,309541.06,48532.062,41379.055,45326.383,263935.28,242448.62,236823.94,267639.4,274529.84,245551.11
"26762_198.185_9.719",8115,8115,8115,46585.344,53377.246,49897.39,49532.05,42599.89,46516.22,39305.4,49083.53,45450.75,45949.32,48219.137,43753.48
"1035_199.087_4.652",8115,8115,8115,53924.89,51648.797,47203.066,11957.97,9746.251,11662.498,54653.42,46855.844,51339.44,49985.812,50910.42,52672.1
"6600_199.181_6.297",68216.01,60033.797,41904.957,8115,9876.702,10359.948,23685.29,29598.291,28084.219,8115,8115,8115,8115,8115,8115
"9295_199.181_6.758",27057.244,28063.633,29690.531,8462.212,8115,8115,21045.371,20061.38,19451.285,8115,8115,8115,8115,8115,8115
"11999_200.143_7.149",8115,8115,8115,2993484.5,3076404.5,2848419,2635036.8,2472361.8,2659672.8,2789425,2882511.5,2792297,2447302,2792722.5,2845612.5
"61_200.176_0.744",14959.4375,11613.076,11318.959,8115,9023.147,28611.086,146621.39,169119.81,29153.047,8115,8115,8115,8115,8115,8115
"34924_200.201_11.923",8115,8115,8115,64951.71,81840.81,24333.773,30201.104,29881.416,8115,139635.88,70713.61,66089.805,159514.83,88507.53,48847.258
"34125_200.201_11.671",57194.06,61872.836,71125.12,3713020.5,3442595.8,3593479.2,541158.25,597298.5,606942.1,3261574.2,3428865,3322644.2,3285000.2,2917668.8,3409944.8
"7118_200.948_6.392",8115,8115,8115,91237.555,96591.61,93702.3,50884.977,51516.45,58548.453,73345.516,90219.87,94227.3,78597.82,83032.625,80604.24
"397_201.073_1.065",8115,8115,8115,94000.84,74222.86,64480.684,41714.406,42738.71,82971.27,28705.205,105998.79,54576.93,23842.246,74739.73,50327.184
"466_201.074_1.206",8115,8115,8115,30020.166,63101.523,47230.164,16804.963,15510.457,39232.555,14441.359,28678.629,29131.662,10180.7295,41767.895,29282.36
"320_201.124_1.015",8115,8115,8115,10321.876,8115,9604.699,19891.793,16567.723,8115,11522.346,8650.715,11861.332,12849.324,8115,8115
"4681_201.16_5.948",21446.482,20823.332,20152.729,23107.83,21677.885,24792.021,86197.984,91423.875,95960.13,8115,8115,8115,8115,8115,8115
"2510_201.16_5.417",43964.957,34862.934,43843.703,8115,8115,8115,19049.879,21804.373,21176.963,8115,8115,8115,8115,8115,8115
"4060_202.086_5.806",8115,8115,8115,236781.08,267955.84,266759.72,163184.66,150161.58,151867.55,228484.89,222977.8,236382.4,191931.06,177465.5,195346.1
"223_202.18_0.806",8115,8115,8115,130880.055,119929.086,166692.06,281224.78,277771.38,271001.66,120844.77,105539.984,143215.53,127476.95,150205.55,133339.28
"346_202.18_1.024",8115,8115,8115,64333.215,96542.67,124973.34,258096.75,316807.75,86162.39,128127.24,118529.84,127451.16,132181.7,26873.586,31924.072
"297_202.18_0.888",8115,8115,8115,57665.71,31837.19,39785.69,122464.38,124713.67,84176.09,35256.203,14928.653,27848.36,38617.61,22278.006,37259.4
"23608_202.217_8.963",97998.57,99538.39,96418,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"22985_203.106_8.82",8115,8115,8115,79236.64,71843.13,456565.88,78942.82,156878.08,51847.625,31016.8,119948.805,115455.97,97320.05,137039.94,182553
"5581_203.118_6.127",8115,8115,8115,35836.906,42614.2,48364.066,23262.348,27820.182,26869.156,29149.242,36795.086,30659.209,33255.566,28697.297,25231.275
"33995_203.143_11.641",8115,8115,8115,103608.22,93822.99,132109.94,113441.44,108697.46,138992.66,112293.234,99929.664,131090.31,133698.92,119885.164,125186.375
"33394_203.143_11.452",8115,8115,8115,78833.875,93046.69,98738.77,92563,82241.37,105826.82,107435.92,112072.234,126549.16,178810.72,157418,112198.83
"32772_203.143_11.289",8115,8115,8115,133338.73,118106.19,131153.38,77239.805,76136.93,81902.805,85782.57,82061.85,96233.414,91838.164,97905.95,84475.84
"5878_204.066_6.168",8115,8115,8115,40062.94,35982.074,40548.438,88910.8,94728.03,77715.445,33406.53,39520.375,31403.875,34746.07,32999.586,30277.777
"13585_204.066_7.38",8115,8115,8115,12127.482,10283.548,9646.153,50461.293,46254.445,66970.586,8115,8115,8115,8115,8115,9733.201
"4903_204.138_5.979",342945.22,325323.6,309567.66,83200.84,90052.85,95179.6,167389.44,152034.98,191111.06,26753.99,32386.086,39483.656,8115,15356.366,8115
"13845_204.175_7.432",516125.28,286754.75,509652.5,48072.492,50313.03,28100.031,210192.9,238741.89,255374,8115,8115,8115,8115,8115,8115
"18652_204.175_8.137",120773.58,76217.86,94982.164,25869.738,10785.4375,21073.395,9927.472,89700.83,81065.51,8115,8115,8115,8115,8115,8115
"458_205.09_1.184",8115,8115,8115,36590.965,38460.57,34267.656,8115,8115,8115,24172.125,23192.336,19479.5,51232.92,45083.805,45107.145
"1212_205.097_4.842",8115,8115,8115,62480.035,47352.348,73206.96,40747.797,34261.816,24053.963,39086.29,43565.15,60830.66,41910.047,35742.586,49217
"32781_205.122_11.263",8115,8115,8115,24197.266,37353.09,65008.293,95077.48,111709.1,107310.84,8115,53402.81,66862.53,70352.19,31814.924,53985.83
"16540_205.123_7.815",8772.748,8670.392,8115,149868.19,172256.61,153862.88,94987.516,155031.84,144081.55,155874.1,199435.33,194413.75,214285.75,152538.78,171744.5
"18604_205.122_8.112",8115,8115,8115,105635.85,153010.66,163675.86,116066.625,98509.49,40246.105,130367.72,287072.06,144110.5,213121.06,175969.94,142996.03
"31439_205.123_10.938",8115,8115,8115,123884.11,84365.56,121812.56,139885.84,190712.86,137035.5,60948.727,86713.234,86380.43,100174.42,80313.43,71621.695
"32293_205.123_11.166",8115,8115,8115,165045.58,99875.44,105332.13,196510.94,205428.44,197015.66,90140.51,72859.82,81213.695,85477.41,74607.36,68765.25
"33735_205.159_11.58",8115,8115,8115,167327.52,178499.19,106088.805,85298.75,62974.266,95233.17,63052.53,75816.625,79181.875,71269.25,107894.414,76152.586
"36918_205.195_12.58",20603.248,8115,8115,28802.572,38114.406,32616.328,82859.06,138818.81,140403.7,32457.625,19988.213,20815.129,16654.68,22830.604,18229.414
"690_206.067_2.675",43456.168,48543.465,49553.55,8115,8115,8115,19084.246,18576.336,19258.262,8115,8115,8115,8115,8115,8115
"649_206.118_2.115",8115,8115,8115,172739.19,170380.98,100143.34,183420.47,181568.19,188119.72,111309.51,150778.8,103995.41,136220.95,85657.73,90873.16
"427_206.118_1.127",405847.22,407589.25,411026.78,94192.73,80593.27,73911.8,203466.22,223733.97,206062.02,36829.62,38501.355,36647.97,19522.246,12599.424,20668.516
"543_206.118_1.411",51343.598,43454.883,39063.027,83181.69,46554.01,78522.74,100115.46,93615.02,70355.29,43102.07,42514.266,41516.574,42874.26,43503.832,8115
"278_206.118_0.839",119688.25,126108.55,137938.39,31159.324,31956.008,40926.566,67473.51,65854.3,87643.2,15746.259,8115,8115,8115,13180.282,13823.513
"97_206.139_0.793",8115,8115,8115,75861.49,49570.312,86302.09,81674.62,89098.94,53762.656,33970.035,54033.844,57855.1,51716.047,59811.414,51123.4
"454_206.139_1.173",8115,8115,8115,27303.121,50498.555,32567.318,59341.375,53145.7,52070.9,46299.254,42192.004,42953.113,38605.332,36864.75,43211.113
"12310_206.154_7.203",27328.375,28167.605,36277.035,8115,8115,10700.248,18690.66,23189.418,22043.53,8115,8115,8115,8115,8115,8115
"1956_206.154_5.244",86857.14,87709.21,91611.19,32576.387,28198.037,40174.336,80755.24,77206.57,78984.05,15560.732,18355.613,13646.544,8115,8115,8115
"26614_206.191_9.671",171674.94,159255.97,160208.89,25936.51,16162.527,15125.031,70759.18,51346.31,96703.07,8115,8115,8115,8115,8115,8115
"21215_206.191_8.527",108511.75,120918.75,121283.99,37567.42,31371.896,37602.562,100042.984,55363.79,111455.96,8115,8115,8115,8115,8115,8115
"23296_206.191_8.892",733320.6,748595.7,749669.25,195582.86,105802.34,172955.77,560299.1,555016.56,542280.6,55150.03,30821.77,38971.41,8115,8115,8115
"1121_207.1_4.747",35229.59,31198.785,37856.508,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"29714_207.102_10.52",8115,8115,8115,35567.785,59084.305,61808.715,108816.42,113806.02,100846.45,21720.52,42438.125,31881.791,36718.934,36087.69,34263.754
"17471_207.102_7.946",8115,8115,8115,131867.38,192723.88,160531.84,89213.586,142083.69,166766.48,117664.39,82266.984,150335.36,153118.61,136042.3,143115.95
"16157_207.102_7.748",8115,8115,8115,271999.7,249188.78,240445.31,133661.81,107988.82,131830.88,133945.45,322004.97,84380.93,126346.28,131146.17,138686.53
"17702_207.117_8.004",8115,8115,8115,28218.387,41333.957,36826.11,40820.438,23473.338,26998.11,37419.51,30141.72,27365.639,18640.316,28549.848,26613.746
"30629_207.138_10.744",8115,8115,8115,508991.28,508888.72,504479.62,494494.4,413530.12,484629.6,421041.78,382019.34,410171.12,398226.9,400640.38,385134.03
"24006_207.138_9.042",8115,8115,8115,58418.25,76713.4,71712.695,60920.664,75812.72,86770.055,66202.99,90388.22,90204.88,78000.66,85666.4,106168.62
"31876_207.138_11.064",8115,8115,8115,236963.5,213524.7,244691.48,343252.66,262977.97,231578.19,204058.1,205956.61,180186.39,203209.36,172529.5,163295.2
"29519_207.138_10.488",8115,8115,8481.047,165108.31,79387.43,75485.984,120916.97,108793.84,98838.89,59422.89,97967.03,62081.664,51981.887,58833.164,90892.97
"31194_207.138_10.87",8115,8115,8115,170230.4,166994.98,195129.69,195450.92,260437.73,225468,144075.77,148776.6,146170.39,163956.7,141359.88,145082.44
"25185_207.138_9.323",224172.03,215457.31,218280.39,174912.78,103977.12,121619.625,249265.4,260358.5,291067.44,107821.664,97975.43,154672.77,50804.867,64824.445,50875.75
"28497_207.138_10.225",18728.1,22447.979,21581.45,87008.22,98610.86,93061.23,114266.1,95235.99,109174.82,67802.69,82381.66,73111.24,64224.14,69409.24,134087.5
"28152_207.138_10.118",35035.02,32036.957,49930.523,75482.85,74128.74,83479.72,132017.94,149022.16,138756.39,67184.98,111229.44,61871.008,59897.57,47482.58,64720.652
"12066_207.138_7.149",28101.605,23523.053,23490.926,18197.826,14900.709,12977.5625,16024.59,30220.924,34804.145,25159.791,18828.23,12333.534,14630.016,19538.027,12100.49
"11034_207.138_7.006",35977.754,33506.63,31833.914,25221.402,28813.1,17925.174,32265.873,35203.633,28209.014,27256.95,31833.566,31435.361,28325.379,27978.055,18644.336
"34174_207.174_11.678",8115,8115,8115,72602.64,67274.44,36352.34,105859.81,53193.02,104256.516,48428.86,74601,83438.875,48605.66,84800.086,29905.305
"34507_207.175_11.771",8115,8115,8115,43174.51,40518.137,47550.805,51395.734,50263.375,49867.45,37421.89,41952.695,31489.246,38047.812,39396.938,29905.305
"37992_207.211_12.926",17711.902,18769.879,14848.949,40552.316,51105.598,41077.746,136601.5,117135.54,138909.55,8115,9368.408,10903.693,8115,8115,8115
"27044_208.133_9.805",8115,8115,8115,51561.734,38997.35,54047.414,19555.824,14212.143,24908.803,38633.1,36575.48,41459.18,38240.035,39068.793,33061.715
"1078_208.133_4.73",54531.324,55045.43,58044.766,140232.17,47570.754,41986.8,209345.42,46320.71,51628.26,26907.035,39255.996,38907.637,32158.873,33533.88,38983.973
"1241_208.133_4.868",124120.914,128700.4,118898.375,38752.438,47660.438,205127.42,83650.9,121933.52,239622.05,29285.863,33941.89,19371.469,15950.383,26983.104,17379.92
"2964_208.133_5.532",33233.598,28946.223,29866.746,28379.035,31039.441,27057.209,57304.02,55842.008,52821.445,24620.48,14521.25,20060.879,8115,8115,8115
"1965_208.133_5.244",60419.902,57474.277,53877.094,33790.555,25904.686,26599.084,37932.18,28982.963,53651.49,14744.76,13985.568,22421.885,8115,8228.448,16978.994
"694_208.133_2.754",123039.086,118321.125,117115.625,28460.172,29802.168,37592.855,70569.44,62624.957,70992.42,8633.135,16356.47,12344.789,8115,8115,8115
"2966_209.078_5.54",8115,8115,8115,46160.336,46656.355,52844.54,53477.42,44313.52,51986.953,35527.996,36143.387,44913.344,31898.652,39522.113,39411.125
"29401_209.096_10.454",8115,8115,8115,150409.16,155993.36,117884.29,185033.47,159048.73,165218.4,125849.55,105233,140549.45,124036.05,121889.27,119247.984
"34172_209.117_11.685",8115,8115,8115,62102.39,92565.37,69562.02,54231.24,64319.254,57587.24,35928.44,60164.51,49717.1,43481.86,62992.98,44412.027
"30223_209.117_10.644",13734.767,12978.543,13121.221,111452.734,153472.92,141192.72,221181.2,190148.05,191972.69,106648.39,97212.875,105816.21,101256.75,109796.75,88794.79
"12540_209.117_7.221",8115,8115,8115,116910.91,132840.14,96593.875,74368.586,100359.35,84945.87,130932.586,102392.62,103359.94,101272.38,103105.086,143324.58
"28948_209.117_10.359",8115,8115,8115,105524.97,104840.26,130300.67,151493.97,132001.66,141773.48,93348.14,88841.55,89521.71,82495.234,75787.28,83989.93
"36518_209.154_12.505",8115,8115,11752.956,71014.65,78487.25,75945.31,117197.33,163100.22,116752,68414.43,49870.797,62505.605,33307.438,55801.07,35979.406
"33765_209.154_11.587",8115,8115,8115,135356.42,131351.4,134666.84,127902.59,153501.84,130637.06,97656.73,102206.195,99532.33,88460.34,101658.65,111556.86
"21504_209.154_8.581",25946.17,27350.336,23337.914,19604.576,29335.92,22905.324,16542.248,11796.688,23160.596,13043.42,24169.111,24753.877,18278.426,25208.723,18323.852
"33130_209.154_11.391",12493.533,20341.664,15981.299,79156.07,71942.57,120624.34,69462.92,183408.2,129201.33,59295.383,75049.05,82745.805,102007.09,74931.516,85126.61
"34657_209.154_11.872",8115,8115,8923.82,192646.33,194107.17,197270.23,128221.89,143444.03,160818.73,151060.73,146085.4,139264.45,173215.84,161656.14,159423.55
"712_209.165_3.035",8115,8115,8115,89897.18,83951.59,86886.82,70114.01,75906.99,81108.81,73436.97,78393.13,75988.34,76608.664,74447.07,81341.99
"38439_209.19_13.117",8115,8115,8115,100544.25,109937.414,95982.086,106806.67,125099.516,133421.72,83690.336,62767.46,66000.68,70264.45,76150.47,84215.5
"37750_209.19_12.86",8115,8115,8115,41313.523,53328.184,48851.656,17906.291,36756.348,71679.055,41074.645,34590.97,37936.387,56885.543,60962.664,54599.99
"35544_209.19_12.167",8115,8115,8115,177615.69,183855.34,184651.34,135031.38,133096.4,155247.36,104608.75,109169.65,110858.945,118332.55,121724.914,119847.99
"35772_209.19_12.269",8115,8115,8115,85712.125,95551.945,83902.7,93047.73,83040.49,87572.09,67020.55,72703.21,63591.918,60302.1,54721.34,59397.082
"22122_209.201_8.679",57055.152,60196.254,58671.223,17281.527,16406.768,19728.076,56579.727,53794.285,49982.93,8115,8115,8115,8115,8115,8115
"14952_210.076_7.571",8115,8115,8115,141451.11,155809.95,149309.23,226170.16,195229.69,223926.94,91495.8,90901.71,92629.66,69325.984,79080.63,77523.59
"593_210.099_1.61",8115,8115,8115,46294.664,46454.96,48230.566,38896.26,39586.89,42148.555,44330.156,44874.723,44936.184,37348.9,40649.516,44333.855
"428_210.113_1.117",8115,8115,8115,37613.234,31532.771,31398.857,55544.54,55200.082,51011.855,24306.89,22172.05,20443.594,24944.355,23771.012,17526.984
"626_210.149_1.928",8115,8115,8115,79972.07,79856.02,92456.29,36222.67,39283.72,39251.01,79326.53,42467.426,102002.266,46828.67,40726.418,41354.24
"33812_210.221_11.592",56178.414,57633.758,51278.61,20397.322,23716.795,23244.37,94160.65,96449.96,93540.68,8115,8115,8115,8115,8115,8115
"27047_211.133_9.801",8115,8115,8115,111548.73,126921.88,134017.55,153738.08,144951.77,157975.36,109888.19,122896.43,112402.83,113129.13,97978.5,109272.56
"29631_211.133_10.515",8115,8115,8115,68111.29,66313.734,69808.78,157854.62,175579.47,150873.05,42677.887,44143.348,49779.977,47608.484,50347.89,42597.684
"25297_211.133_9.353",8115,8115,8115,199317.12,191351.75,195973.08,179709.33,203802.7,181794.98,206471.56,198895.31,153568.12,159616.45,168612.2,159856.38
"24743_211.133_9.214",8115,8115,8115,365992.62,358794.6,367348.4,311049.25,365916.7,348101.8,274255.8,301415.22,292770.84,288197.66,297769.47,304346.53
"28130_211.133_10.106",8115,8115,8115,135997.8,117348.164,138753.47,123829.9,142511.78,111921.625,103341.57,98361.68,100075.49,103571.11,106313.234,87705.64
